"BasinID","Tree.ID","X.Ally","Y.Ally","Elevation.Ally","Total.Height.Ally","Height.To.Crown.Base.Ally","Max.Crown.Diameter.Ally","Min.Crown.Diameter.Ally","Crown.Rotation.Ally","R.Ally","G.Ally","B.Ally","DBH.Ally","Lean.Angle.From.Vertical.Ally","Lean.Azimuth.Ally","Status.Code.Ally","TopX.Ally","TopY.Ally","X.Bob","Y.Bob","Elevation.Bob","Total.Height.Bob","Height.To.Crown.Base.Bob","Max.Crown.Diameter.Bob","Min.Crown.Diameter.Bob","Crown.Rotation.Bob","R.Bob","G.Bob","B.Bob","DBH.Bob","Lean.Angle.From.Vertical.Bob","Lean.Azimuth.Bob","Status.Code.Bob","TopX.Bob","TopY.Bob","diffX","diffY","diffTopX","diffTopY","diff","diffTop","PlotID","Study","Year","Plot_Number","Plot_Name","Tag_Num","Species","DBH_cm","LiDAR_visible","Distance","Azimuth","Anomaly_Num","Anomaly1","Anomaly2","Anomaly3","Bear_damage_percent","Note","Xfield","Yfield","hanusHt","fvsHt","origdiffX.Ally","origdiffY.Ally","origdiff.Ally","origdiffX.Bob","origdiffY.Bob","origdiff.Bob","heightdiff","TopX","TopY","Distance_m","Xlidar","Ylidar","Elevation","Height_m","CBH_m","MinCrownDia_m","MaxCrownDia_m","rotation","R","G","B","DataFile.x","FileTitle","Total.return.count","Return.1.count","Return.2.count","Return.3.count","Return.4.count","Return.5.count","Return.6.count","Return.7.count","Return.8.count","Return.9.count","Other.return.count","Elev.minimum","Elev.maximum","Elev.mean","Elev.mode","Elev.stddev","Elev.variance","Elev.CV","Elev.IQ","Elev.skewness","Elev.kurtosis","Elev.AAD","Elev.MAD.median","Elev.MAD.mode","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.skewness","Elev.L.kurtosis","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Canopy.relief.ratio","Elev.SQRT.mean.SQ","Elev.CURT.mean.CUBE","Int.minimum","Int.maximum","Int.mean","Int.mode","Int.stddev","Int.variance","Int.CV","Int.IQ","Int.skewness","Int.kurtosis","Int.AAD","Int.L1","Int.L2","Int.L3","Int.L4","Int.L.CV","Int.L.skewness","Int.L.kurtosis","Int.P01","Int.P05","Int.P10","Int.P20","Int.P25","Int.P30","Int.P40","Int.P50","Int.P60","Int.P70","Int.P75","Int.P80","Int.P90","Int.P95","Int.P99","Profile.area","GridHighX","GridHighY","PolyArea","GridMaxHt","DataFile.y","Points","High.point.X","High.point.Y","High.point.elevation","GroundElev"
6204,"26_9_TSHE",411020.867,5276876.196,226.325875,31.794226,19.076536,4.137819,4.137819,0,244,120,50,0.357,0.479296,244.976599,0,411020.625999846,5276876.08349993,411020.867856,5276876.254635,-32767,31.794821,19.076893,4.137819,4.137819,0,244,120,50,0.357,0.6088,259.338671,0,411020.535856123,5276876.19213502,-0.000855999998748302,-0.0586349992081523,0.0901437232387252,-0.10863509401679,0.0586412471570811,0.141164706960971,26,"T3",2021,26,"26_A_Alt-2_Poly",9,"TSHE",35.7,"Y",15.2,319,0,0,NA,NA,NA,NA,411021.256152759,5276875.19158562,31.5506661666887,25.861370213375,-0.38915275898762,1.00441438052803,1.0771667083786,-0.388296758988872,1.06304937973619,1.13174571207438,0.000595000000000567,411020.580927985,5276876.13781747,0.250231651957891,411020.774,5276876.297,0,31.4448,13.103526,5.2052413500206,5.2052413500206,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0006204.lda","trees_Clip_0006204",1977,1898,79,0,0,0,0,0,0,0,0,0.002014,3,1.054904,0.620646,0.676852,0.458128,0.641624,0.898987,0.914403,3.153324,0.543362,0.352997,0.349355,1.054904,0.370065,0.080426,0.044859,0.350804,0.217328,0.121218,0.035019,0.177609,0.356018,0.528015,0.57901,0.630811,0.721411,0.862015,1.028619,1.259003,1.477997,1.657013,2.052808,2.481817,2.881254,0.351199,1.253283,1.427097,140,255,190.753667,183.809524,18.059408,326.142225,0.094674,26,0.32001,2.599503,14.662458,190.753667,10.197535,0.749136,0.933001,0.053459,0.073462,0.091493,159,166,166,178,178,178,185,191,191,198,204,210,217,223,230,35.584835,411020.5,5276876,21.28,31.28,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0006204.lda",25144,411020.774,5276876.297,258.118988,226.674188
6575,"26_17_TSHE",411042.401,5276877.5895,237.716486,31.538407,18.923044,4.563406,4.563406,0,244,120,50,0.409,0.788836,314.253517,0,411042.090000077,5276877.89249992,411042.407356,5276877.648136,-32767,31.536082,18.92165,4.563406,4.563406,0,244,120,50,0.409,0.796083,313.751621,0,411042.090855946,5276877.95113605,-0.00635599996894598,-0.05863600037992,-0.000855868507642299,-0.0586361289024353,0.0589794818234208,0.0586423748117808,26,"T3",2021,26,"26_A_Alt-2_Poly",17,"TSHE",40.9,"Y",17.6,37,0,0,NA,NA,NA,NA,411041.820194407,5276877.77598498,34.5515176085368,28.5212879647261,0.580805592995603,-0.186484980396926,0.610009659569925,0.587161592964549,-0.127848980017006,0.600919377241286,0.00232499999999902,411042.090428011,5276877.92181798,0.462774257964864,411041.64,5276878.028,0,31.608833,19.1812,4.61946910042283,4.61946910042283,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0006575.lda","trees_Clip_0006575",2486,2398,88,0,0,0,0,0,0,0,0,0,3,1.086371,1.380952,0.679299,0.461447,0.625292,1.004509,0.472945,2.523222,0.565357,0.503998,0.601501,1.086371,0.385689,0.04015,0.025722,0.355025,0.1041,0.066692,0.022003,0.10498,0.240494,0.442993,0.53598,0.632492,0.812988,0.990997,1.233978,1.42749,1.540489,1.695007,2.041489,2.255737,2.81613,0.362124,1.281196,1.431534,147,249,194.717216,190.714286,16.594588,275.380363,0.085224,19,0.145315,2.716,13.397498,194.717216,9.326232,0.381109,1.07895,0.047896,0.040864,0.11569,159,166,172,178,185,185,191,191,198,204,204,210,217,223,230,37.536683,411042,5276878,16.76,30.9,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0006575.lda",17170,411041.64,5276878.028,269.251007,237.642174
6685,"26_14_TSHE",411034.122,5276879.6305,232.965091,31.402496,18.841498,4.289269,4.289269,0,244,120,50,0.375,0.577219,142.061478,0,411034.316500033,5276879.38099996,411034.122856,5276879.689136,-32767,31.402504,18.841503,4.289269,4.289269,0,244,120,50,0.375,0.577219,142.061478,0,411034.317356083,5276879.43963589,-0.000855999998748302,-0.05863600037992,-0.00085604953346774,-0.0586359370499849,0.0586422482221805,0.058642185622072,26,"T3",2021,26,"26_A_Alt-2_Poly",14,"TSHE",37.5,"Y",15.3,13,0,0,NA,NA,NA,NA,411034.670001131,5276878.62786199,32.6205121808835,26.8079308895223,-0.548001131042838,1.00263801030815,1.14262339348488,-0.54714513104409,1.06127401068807,1.19401437185119,8.00000000111822e-06,411034.316928058,5276879.41031792,0.301859020697837,411034.584,5276879.551,0,30.929797,17.507042,5.11766914084941,5.11766914084941,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0006685.lda","trees_Clip_0006685",3084,2927,157,0,0,0,0,0,0,0,0,0.001007,3,1.0718,0.572244,0.692539,0.47961,0.646146,0.945259,0.493132,2.584083,0.561195,0.475494,0.509003,1.0718,0.391943,0.041869,0.03396,0.365687,0.106825,0.086645,0.012663,0.07614,0.160306,0.443597,0.563995,0.630005,0.838208,1.002502,1.174793,1.381211,1.509254,1.636993,2.139108,2.353853,2.797505,0.357051,1.276013,1.432019,147,242,192.577821,184.698413,16.11176,259.588817,0.083664,19,0.156818,2.638724,13.110959,192.577821,9.088695,0.33375,0.933996,0.047195,0.036721,0.102765,159,166,172,178,185,185,185,191,198,204,204,204,210,223,230,37.287149,411034,5276879.5,20.57,30.7,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0006685.lda",20940,411034.584,5276879.551,264.365997,233.4362
7253,"26_38_TSHE",411020.8425,5276857.873,227.31302,29.856006,17.913603,4.154874,4.154874,0,244,120,50,0.359,0.475273,184.168033,0,411020.824499994,5276857.62599992,411020.833856,5276857.950136,-32767,29.863735,17.918241,4.154874,4.154874,0,244,120,50,0.359,0.625834,215.517259,0,411020.644355923,5276857.68463589,0.00864400004502386,-0.0771360006183386,0.180144071346149,-0.0586359715089202,0.0776188207084513,0.189446730232964,26,"T3",2021,26,"26_A_Alt-2_Poly",38,"TSHE",35.9,"Y",11.9,237,0,0,NA,NA,NA,NA,411021.248070241,5276857.23879548,31.6712575002336,25.9679636711049,-0.405570240982343,0.634204519912601,0.752796515300149,-0.414214241027366,0.711340520530939,0.823151731832658,0.00772899999999765,411020.734427959,5276857.65531791,0.439707983927457,411020.343,5276857.455,0,29.871584,9.631239,5.92909300231813,5.92909300231813,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0007253.lda","trees_Clip_0007253",1967,1858,108,1,0,0,0,0,0,0,0,0,3,0.902072,0.095238,0.75284,0.566767,0.834567,0.978004,1.069614,3.501244,0.589354,0.488998,0.659767,0.902072,0.407003,0.096526,0.044949,0.451187,0.237164,0.11044,0.010659,0.055305,0.1056,0.220203,0.285995,0.3728,0.559998,0.755005,0.934198,1.152606,1.264,1.3784,2.098401,2.700696,2.905684,0.300691,1.174825,1.396457,147,249,188.537875,177.761905,18.107328,327.875345,0.096041,32,0.305853,2.304436,15.5028,188.537875,10.267412,0.741427,0.456912,0.054458,0.072212,0.044501,159,166,166,172,172,178,178,185,191,204,204,204,210,223,230,30.025614,411020,5276857.5,27.61,29.5,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0007253.lda",27084,411020.343,5276857.455,257.167999,227.296415
2692,"27_44_PSME",411129.918,5276624.9255,271.284696,35.355183,21.21311,5.443796,5.443796,0,244,120,50,0.571,0.590668,72.186456,0,411130.264999785,5276625.03699993,411130.264876,5276624.910669,-32767,35.333025,21.199815,5.443796,5.443796,0,244,120,50,0.571,0.228145,3.322528,0,411130.273029998,5276625.05112406,-0.346875999995973,0.014831000007689,-0.00803021289175376,-0.0141241252422333,0.347192911699583,0.0162473146379695,27,"T3",2021,27,"27_A_Alt-2_Planned",44,"PSME",57.1,"Y",10.1,122,0,0,NA,NA,NA,NA,411129.719035771,5276624.98491543,40.2697101779645,34.023723242277,0.198964229028206,-0.0594154298305511,0.207646232170819,0.545840229024179,-0.0742464298382401,0.550866669862039,0.0221579999999975,411130.269014891,5276625.04406199,0.00812349184474301,411130.265,5276625.037,0,35.528362,18.540546,7.89865416966859,7.89865416966859,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0002692.lda","trees_Clip_0002692",2055,2005,50,0,0,0,0,0,0,0,0,0,3,0.799404,0,0.763038,0.582227,0.954508,1.242523,0.854954,2.637125,0.633145,0.546021,0.687012,0.799404,0.414525,0.105631,0.008241,0.518542,0.254825,0.019881,0.006989,0.029999,0.0534,0.115997,0.144989,0.177002,0.253998,0.687012,0.862,0.963391,1.387512,1.694403,1.934998,2.091305,2.806926,0.266468,1.104984,1.317345,140,255,185.090998,176.507937,17.832527,317.999018,0.096345,19,0.720485,3.078409,13.848646,185.090998,9.812556,1.599562,1.284088,0.053015,0.163012,0.130862,153,159,166,172,172,172,178,185,185,191,191,204,210,223,230,27.45571,411130,5276625.5,49,35.21,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0002692.lda",51056,411130.265,5276625.037,306.638,271.109638
2695,"27_48_TSHE",411116.377,5276629.75,266.234689,34.769094,20.861457,5.700237,5.700237,0,244,120,50,0.572,1.212173,312.24487,0,411115.832499876,5276630.24450012,411116.28703,5276630.238624,-32767,35.097052,21.058232,5.700237,5.700237,0,244,120,50,0.572,0.72966,272.564726,0,411115.840529901,5276630.25862401,0.0899699999717996,-0.488623999990523,-0.00803002575412393,-0.0141238840296865,0.496838016119604,0.0162470124544768,27,"T3",2021,27,"27_A_Alt-2_Planned",48,"TSHE",57.2,"Y",4.6,268,0,0,NA,NA,NA,NA,411116.556552196,5276630.17656231,42.4975611862779,35.6264842330238,-0.179552196001168,-0.426562310196459,0.462811403888217,-0.269522195972968,0.0620616897940636,0.27657524737797,0.327957999999995,411115.836514888,5276630.25156206,0.0739822312800952,411115.91,5276630.243,0,35.525849,18.060167,8.14467803419521,8.14467803419521,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0002695.lda","trees_Clip_0002695",3202,3061,141,0,0,0,0,0,0,0,0,0.001007,3,0.957227,0.762656,0.604733,0.365703,0.631756,0.736748,0.914354,3.670445,0.471223,0.345001,0.32901,0.957227,0.331486,0.058168,0.045062,0.346298,0.175476,0.13594,0.034007,0.137044,0.260986,0.4612,0.537994,0.602292,0.733002,0.84201,0.963599,1.123993,1.274742,1.4956,1.78591,2.082001,2.80898,0.318847,1.132198,1.286466,140,249,183.98376,184.984127,15.942857,254.174682,0.086654,19,0.593094,3.583495,12.288487,183.98376,8.761389,0.875313,1.361907,0.04762,0.099906,0.155444,153,159,166,172,172,178,178,185,185,191,191,198,204,217,230,33.040731,411116,5276630.5,52.1,35.24,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0002695.lda",56473,411115.91,5276630.243,300.996002,265.470153
2699,"27_7_TSHE",411131.069,5276644.835,261.422289,34.766379,20.859827,5.230241,5.230241,0,244,120,50,0.5,1.663784,322.749801,0,411130.458000186,5276645.63849975,411131.007129,5276644.955887,-32767,34.804391,20.882634,5.230241,5.230241,0,244,120,50,0.5,1.452409,322.166353,0,411130.466029615,5276645.65262288,0.0618710000417195,-0.120887000113726,-0.00802942912559956,-0.0141231259331107,0.135800174678306,0.0162460585437063,27,"T3",2021,27,"27_A_Alt-2_Planned",7,"TSHE",50,"Y",17.1,32,0,0,NA,NA,NA,NA,411130.215369418,5276644.83872244,39.2230713977191,32.6890041431231,0.853630582045298,-0.00372244045138359,0.853638698259345,0.791759582003579,0.117164559662342,0.800381640053888,0.0380120000000019,411130.4620149,5276645.64556132,0.445678154806055,411130.557,5276646.081,0,35.836936,14.521942,6.97407704351502,6.97407704351502,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0002699.lda","trees_Clip_0002699",2704,2625,79,0,0,0,0,0,0,0,0,0.000977,3,0.94697,0.619823,0.62798,0.394359,0.663147,0.814499,0.934639,3.535045,0.491733,0.386993,0.354507,0.94697,0.34434,0.065005,0.044812,0.363623,0.188782,0.130139,0.02304,0.123137,0.24429,0.415985,0.485992,0.561881,0.685974,0.832977,0.96178,1.14129,1.300491,1.435974,1.840399,2.225685,2.846985,0.315434,1.136207,1.30069,147,255,192.331361,189.857143,17.329809,300.322272,0.090104,26,0.314218,2.954052,13.846075,192.331361,9.715354,0.577284,1.160814,0.050514,0.05942,0.119482,159,166,172,178,178,185,185,191,198,198.599854,204,204,217,223,236,32.250278,411130.5,5276646,38.2,35.23,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0002699.lda",36818,411130.557,5276646.081,296.174011,260.337075
3052,"27_22_PSME",411118.498,5276615.504,270.616013,35.787415,21.472449,5.06389,5.06389,0,244,120,50,0.506,1.085632,115.695855,0,411119.109000239,5276615.20999988,411118.494467,5276615.298742,-32767,35.748545,21.449127,5.06389,5.06389,0,244,120,50,0.506,1.005002,96.83464,0,411119.1170298,5276615.22412411,0.00353300001006573,0.205257999710739,-0.0080295613151975,-0.0141242304816842,0.20528840331184,0.0162470840957463,27,"T3",2021,27,"27_A_Alt-2_Planned",22,"PSME",50.6,"Y",15.1,188,0,0,NA,NA,NA,NA,411119.052236176,5276615.38405216,37.0917454553604,31.6493149146622,-0.554236175958067,0.119947839528322,0.567067212019998,-0.557769175968133,-0.0853101601824164,0.564255506920863,0.0388700000000028,411119.11301502,5276615.217062,0.00812355695594825,411119.109,5276615.21,0,35.414497,18.667198,6.71741091979746,6.71741091979746,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0003052.lda","trees_Clip_0003052",2381,2281,100,0,0,0,0,0,0,0,0,0,3,0.967006,0.333333,0.650695,0.423404,0.672896,0.872986,0.697336,2.640302,0.532322,0.426025,0.508677,0.967006,0.363932,0.061448,0.026295,0.376349,0.168844,0.072252,0.024994,0.136993,0.229004,0.367004,0.434998,0.5,0.675995,0.84201,1.04599,1.20401,1.307983,1.506012,2.014008,2.135986,2.597204,0.322335,1.165473,1.324596,134,249,185.443511,177.809524,16.14792,260.755316,0.087077,19,0.799525,3.738839,12.239883,185.443511,8.752664,1.396337,1.424977,0.047199,0.159533,0.162805,153,166,166,172,172,178,178,185,185,191,191,198,210,217,230,36.174324,411119,5276615,35.44,34.81,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0003052.lda",41187,411119.109,5276615.21,306.397003,270.982506
3599,"27_20_TSHE",411125.424,5276613.151,274.513416,34.780242,20.868144,5.005897,5.005897,0,244,120,50,0.468,0.352513,66.010324,0,411125.619500269,5276613.23800012,411125.626931,5276612.858913,-32767,34.745085,20.847051,5.005897,5.005897,0,244,120,50,0.468,0.648432,0.08726,0,411125.62752985,5276613.25212377,-0.20293099997798,0.292086999863386,-0.00802958104759455,-0.0141236539930105,0.355662489224344,0.0162465926862888,27,"T3",2021,27,"27_A_Alt-2_Planned",20,"TSHE",46.8,"Y",17.5,161,0,0,NA,NA,NA,NA,411126.851192703,5276613.79052493,37.6550891399346,31.2868557805077,-1.42719270300586,-0.639524930156767,1.56392811465399,-1.22426170302788,-0.931611930020154,1.53841395783339,0.0351569999999981,411125.62351506,5276613.24506195,0.165417254007928,411125.542,5276613.389,0,35.018519,20.248293,6.24800163584966,6.24800163584966,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0003599.lda","trees_Clip_0003599",1973,1931,42,0,0,0,0,0,0,0,0,0,3,0.870077,0.142857,0.695818,0.484163,0.79972,0.990997,0.935979,3.276981,0.559261,0.481018,0.591152,0.870077,0.382058,0.080356,0.033654,0.439108,0.210324,0.088087,0.009728,0.061206,0.113007,0.226404,0.28299,0.345605,0.566589,0.734009,0.918402,1.14801,1.273987,1.381195,1.90661,2.382001,2.777402,0.290026,1.11398,1.307838,147,255,187.809427,184.714286,16.947544,287.219242,0.090238,20,0.584119,3.359699,13.148255,187.809427,9.35137,0.97448,1.425413,0.049792,0.104207,0.152428,153,166,166,172,178,178,185,185,191,191,198,198,210,223,230,30.286406,411125.5,5276613.5,30.66,34.3,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0003599.lda",32595,411125.542,5276613.389,309.292999,274.27448
3783,"27_1_TSHE",411111.971,5276642.214,260.086512,34.159497,20.495698,4.214115,4.214115,0,244,120,50,0.366,0.981433,94.853096,0,411112.553999874,5276642.16450001,411112.43349,5276642.179301,-32767,34.226188,20.535712,4.214115,4.214115,0,244,120,50,0.366,0.215183,90.302403,0,411112.562029554,5276642.17862257,-0.462490000005346,0.0346989994868636,-0.00802967947674915,-0.0141225578263402,0.463789845372162,0.0162456884143963,27,"T3",2021,27,"27_A_Alt-2_Planned",1,"TSHE",36.6,"Y",14.9,320,0,0,NA,NA,NA,NA,411111.576214616,5276641.7511622,32.0899067191553,26.3382191481545,0.394785384007264,0.462837799452245,0.608337347224021,0.85727538401261,0.428138799965382,0.958240009637337,0.0666909999999987,411112.558014714,5276642.17156129,0.578482614909386,411112.02,5276641.959,0,34.506014,22.251019,4.14132064293296,4.14132064293296,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0003783.lda","trees_Clip_0003783",2127,2042,85,0,0,0,0,0,0,0,0,0.002014,3,1.038144,0.23995,0.759625,0.57703,0.731715,0.951508,0.835491,2.83934,0.611603,0.475006,0.640055,1.038144,0.419659,0.084147,0.036723,0.40424,0.200513,0.087506,0.024271,0.119592,0.20401,0.34201,0.414505,0.509808,0.693396,0.880005,1.116602,1.275195,1.366013,1.621613,2.252217,2.677405,2.848483,0.345609,1.286274,1.485969,147,249,187.718383,197.190476,15.400949,237.189234,0.082043,20,0.2922,3.398869,12.160479,187.718383,8.530343,0.186366,1.178456,0.045442,0.021847,0.138149,153,166,166,172,178,178,185,185,191,198,198,198,204,217,230,35.403922,411112.5,5276642,13.47,34.09,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0003783.lda",16021,411112.02,5276641.959,294.240997,259.734983
4132,"27_2_PSME",411115.4955,5276643.819,259.613396,34.302861,20.581717,5.021164,5.021164,0,244,120,50,0.499,0.904079,278.713969,0,411114.960499925,5276643.90100001,411115.53603,5276643.826623,-32767,34.301723,20.581034,5.021164,5.021164,0,244,120,50,0.499,1.258581,286.065524,0,411114.812030175,5276644.03512296,-0.0405299999983981,-0.00762300007045269,0.148469750303775,-0.134122944436967,0.0412406477876412,0.200080561223991,27,"T3",2021,27,"27_A_Alt-2_Planned",2,"PSME",49.9,"Y",14.4,333,0,0,NA,NA,NA,NA,411114.616286804,5276643.16759395,36.7357581833647,31.3822721215232,0.879213195992634,0.651406049728394,1.09423292110516,0.919743195991032,0.659029049798846,1.13147993135122,0.00113799999999742,411114.88626505,5276643.96806148,0.0978265048392699,411114.804,5276644.021,0,34.641884,19.3564,6.50165770286374,6.50165770286374,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0004132.lda","trees_Clip_0004132",1744,1713,31,0,0,0,0,0,0,0,0,0.001007,3,1.026665,0.762656,0.678616,0.46052,0.660991,0.913498,0.51748,2.529641,0.550965,0.464996,0.485504,1.026665,0.383556,0.045281,0.031299,0.373594,0.118055,0.081601,0.015015,0.072998,0.155905,0.377802,0.535759,0.638,0.774017,0.94101,1.090808,1.34812,1.449257,1.577417,2.082706,2.233922,2.694869,0.342001,1.230568,1.385803,140,242,184.772936,177.238095,18.115618,328.175607,0.098043,26,0.484326,2.544276,15.138667,184.772936,10.175671,1.209877,0.703172,0.055071,0.118899,0.069103,153,159,166,172,172,172,178,178,185,198,198,204,210,217,230,37.054546,411115,5276644,33.2,33.81,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0004132.lda",31076,411114.804,5276644.021,293.911987,259.270103
4460,"27_28_PSME",411106.9855,5276626.4125,264.479127,34.172308,20.503385,4.743637,4.743637,0,244,120,50,0.455,0.288723,328.294407,0,411106.894999881,5276626.55900019,411107.083067,5276626.80027,-32767,34.260481,20.556289,4.743637,4.743637,0,244,120,50,0.455,0.702782,239.033708,0,411106.722737701,5276626.58405073,-0.0975670000188984,-0.387769999913871,0.17226218059659,-0.0250505432486534,0.399856089519581,0.174074089344006,27,"T3",2021,27,"27_A_Alt-2_Planned",28,"PSME",45.5,"Y",14.6,252,0,0,NA,NA,NA,NA,411107.268324862,5276625.82545188,34.431040810239,29.6477297296662,-0.282824861991685,0.587048119865358,0.651625197178614,-0.185257861972786,0.974818119779229,0.992265509867515,0.0881729999999976,411106.808868791,5276626.57152546,0.0870371895207478,411106.895,5276626.559,0,34.347926,19.083923,7.570238563515,7.570238563515,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0004460.lda","trees_Clip_0004460",2163,2111,52,0,0,0,0,0,0,0,0,0.001007,3,0.722422,0.096213,0.602626,0.363158,0.834174,0.872482,0.991878,3.433369,0.491017,0.412994,0.492776,0.722422,0.329066,0.075229,0.024892,0.455504,0.228613,0.075644,0.013,0.049988,0.096008,0.170404,0.211502,0.265588,0.392603,0.588989,0.772205,0.987,1.083984,1.180597,1.569385,1.971008,2.452937,0.240552,0.940682,1.113523,147,249,184.078132,177.761905,17.201206,295.881497,0.093445,19,0.799532,3.369523,13.417642,184.078132,9.419169,1.583809,1.305841,0.051169,0.168147,0.138637,153,159,166,172,172,172,178,178,185,191,191,198,210,217,230,28.389665,411106.5,5276626.5,45.01,33.37,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0004460.lda",44736,411106.895,5276626.559,298.651001,264.303075
4461,"27_32_PSME",411105.1635,5276635.605,261.174641,33.750918,20.250551,4.795293,4.795293,0,244,120,50,0.463,1.128997,112.921419,0,411105.775999972,5276635.34600001,411105.439947,5276635.591936,-32767,33.726523,20.235914,4.795293,4.795293,0,244,120,50,0.463,0.70484,123.968569,0,411105.7840301,5276635.36012355,-0.276446999981999,0.0130640007555485,-0.00803012796677649,-0.0141235375776887,0.276755509276308,0.0162467617964686,27,"T3",2021,27,"27_A_Alt-2_Planned",32,"PSME",46.3,"Y",16.5,286,0,0,NA,NA,NA,NA,411105.292932017,5276634.88511637,34.858998623375,29.9705802226467,-0.129432016983628,0.719883630052209,0.731426748100995,0.147014982998371,0.70681962929666,0.721946946516903,0.0243949999999984,411105.780015036,5276635.35306178,0.00812337700757915,411105.776,5276635.346,0,33.686271,20.64887,5.53481196124385,5.53481196124385,0,255,127,0,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\TreeTops_normalized\trees_Clip_0004461.lda","trees_Clip_0004461",2299,2204,94,1,0,0,0,0,0,0,0,0,3,0.933742,0.761905,0.674478,0.454921,0.722339,1.013504,0.690078,2.748113,0.553644,0.483978,0.472903,0.933742,0.378163,0.060575,0.027446,0.404997,0.160181,0.072578,0.010966,0.064902,0.130981,0.295197,0.370987,0.476386,0.652203,0.807007,0.992004,1.243195,1.384491,1.543793,1.892395,2.274088,2.652985,0.311247,1.15178,1.319917,147,242,181.488908,171.126984,15.55353,241.912301,0.0857,19,0.96346,3.734062,12.196727,181.488908,8.360333,1.730251,1.303252,0.046065,0.20696,0.155885,153,159,166,172,172,172,172,178,178,185,191,191,204,210,223,34.14948,411105.5,5276635.5,24.06,33.35,"H:\T3_DroneLidar\Aa\Plots 17,18,26,27\Processing\Trees\TAOpts\trees_Clip_0004461.lda",22341,411105.776,5276635.346,294.919006,261.232735
